session_id,slate_id,product_id,label,price,has_size,style,skin_temperature,skin_depth,frame,height_bucket,shoulders,color_tags,fit_tags,avoid_tags,rank_in_slate
s_83f0dc8b,sl_1e11d1d8,p_ef822716,1,3499,1,casual,cool,medium,fuller,short,narrow,white;structured-shoulder;short-mandarin;casual;relaxed,white;structured-shoulder;short-mandarin;casual;relaxed,,10
s_83f0dc8b,sl_1e11d1d8,p_1120111d,0,1499,0,casual,cool,medium,fuller,short,narrow,stone;sand;charcoal;casual;relaxed,stone;sand;charcoal;casual;relaxed,,11
s_83f0dc8b,sl_1e11d1d8,p_3eb9af18,0,599,1,casual,cool,medium,fuller,short,narrow,brown;slim;tan;casual,brown;slim;tan;casual,,12
s_83f0dc8b,sl_1e11d1d8,p_41208ad6,1,999,1,casual,cool,medium,fuller,short,narrow,cool gray;sand;stand-collar;casual;drape,cool gray;sand;stand-collar;casual;drape,,13
s_83f0dc8b,sl_1e11d1d8,p_15f834af,0,1999,1,casual,cool,medium,fuller,short,narrow,straight;maroon;olive;slim;casual;crew;warm beige,straight;maroon;olive;slim;casual;crew;warm beige,,14
s_83f0dc8b,sl_1e11d1d8,p_0ac150f2,0,1299,1,casual,cool,medium,fuller,short,narrow,sand;slim;casual;no-cling;crew,sand;slim;casual;no-cling;crew,,15
s_de0d8dba,sl_ab4101fb,p_0d83c9dc,0,1299,1,casual,neutral,light,regular,tall,narrow,straight;rust;casual,straight;rust;casual,,0
s_de0d8dba,sl_ab4101fb,p_e691c931,0,799,0,casual,neutral,light,regular,tall,narrow,cool gray;short-mandarin;charcoal;casual;no-cling;drape,cool gray;short-mandarin;charcoal;casual;no-cling;drape,,1
s_de0d8dba,sl_ab4101fb,p_38670508,1,999,0,casual,neutral,light,regular,tall,narrow,taupe;relaxed;rust;casual;no-cling;mustard,taupe;relaxed;rust;casual;no-cling;mustard,,2
s_de0d8dba,sl_ab4101fb,p_bf36a664,1,799,1,casual,neutral,light,regular,tall,narrow,wine;henley;slim;casual,wine;henley;slim;casual,,3
s_de0d8dba,sl_ab4101fb,p_5c29b4cb,1,1499,1,casual,neutral,light,regular,tall,narrow,charcoal;slim;henley;casual;no-cling,charcoal;slim;henley;casual;no-cling,,4
s_de0d8dba,sl_ab4101fb,p_c34fad27,0,999,0,casual,neutral,light,regular,tall,narrow,relaxed;warm beige;casual,relaxed;warm beige;casual,,5
s_de0d8dba,sl_ab4101fb,p_72d5deb3,0,799,1,casual,neutral,light,regular,tall,narrow,relaxed;brown;rust;casual,relaxed;brown;rust;casual,,6
s_de0d8dba,sl_ab4101fb,p_805ad2e0,0,1499,1,casual,neutral,light,regular,tall,narrow,maroon;structured-shoulder;ice blue;casual,maroon;structured-shoulder;ice blue;casual,,7
s_de0d8dba,sl_ab4101fb,p_830e4a0f,1,1499,1,casual,neutral,light,regular,tall,narrow,taupe;white;cream;regular;casual;drape,taupe;white;cream;regular;casual;drape,,8
s_de0d8dba,sl_ab4101fb,p_9195a8a2,0,2999,1,casual,neutral,light,regular,tall,narrow,olive;regular;slim;casual,olive;regular;slim;casual,,9
s_de0d8dba,sl_ab4101fb,p_2c233b20,0,2999,0,casual,neutral,light,regular,tall,narrow,taupe;mandarin;regular;casual;no-cling;warm beige,taupe;mandarin;regular;casual;no-cling;warm beige,,10
s_de0d8dba,sl_ab4101fb,p_090c1785,0,799,0,casual,neutral,light,regular,tall,narrow,cool gray;emerald;stone;straight;regular;casual,cool gray;emerald;stone;straight;regular;casual,,11
s_de0d8dba,sl_ab4101fb,p_131c2a22,1,2999,0,casual,neutral,light,regular,tall,narrow,cool gray;tan;regular;casual;v-neck;relaxed,cool gray;tan;regular;casual;v-neck;relaxed,,12
s_de0d8dba,sl_ab4101fb,p_2ad4145f,0,1999,1,casual,neutral,light,regular,tall,narrow,charcoal;v-neck;casual;brown;warm beige;drape,charcoal;v-neck;casual;brown;warm beige;drape,,13
s_de0d8dba,sl_ab4101fb,p_73eca515,0,2999,0,casual,neutral,light,regular,tall,narrow,cool gray;v-neck;structured-shoulder;casual,cool gray;v-neck;structured-shoulder;casual,,14
s_de0d8dba,sl_ab4101fb,p_c4baf593,0,999,1,casual,neutral,light,regular,tall,narrow,sand;straight;charcoal;slim;ice blue;casual,sand;straight;charcoal;slim;ice blue;casual,,15
s_2308ea10,sl_bf57ba42,p_d256278f,0,1799,0,casual,cool,medium,fuller,avg,narrow,taupe;stone;mandarin;casual;olive;relaxed,taupe;stone;mandarin;casual;olive;relaxed,,0
s_2308ea10,sl_bf57ba42,p_eeaf33ee,0,599,0,casual,cool,medium,fuller,avg,narrow,charcoal;olive;slim;ice blue;casual;no-cling,charcoal;olive;slim;ice blue;casual;no-cling,,1
s_2308ea10,sl_bf57ba42,p_3923e96c,0,1799,0,casual,cool,medium,fuller,avg,narrow,stone;regular;maroon;casual;wine,stone;regular;maroon;casual;wine,,2
s_2308ea10,sl_bf57ba42,p_3cea6ee7,1,2499,0,casual,cool,medium,fuller,avg,narrow,taupe;stand-collar;ice blue;casual;drape,taupe;stand-collar;ice blue;casual;drape,,3
s_2308ea10,sl_bf57ba42,p_36dddce3,1,799,0,casual,cool,medium,fuller,avg,narrow,cool gray;short-mandarin;casual;olive;relaxed;warm beige,cool gray;short-mandarin;casual;olive;relaxed;warm beige,,4
s_2308ea10,sl_bf57ba42,p_aa374ea9,0,2499,0,casual,cool,medium,fuller,avg,narrow,cool gray;regular;relaxed;casual,cool gray;regular;relaxed;casual,,5
s_2308ea10,sl_bf57ba42,p_52f83879,1,799,0,casual,cool,medium,fuller,avg,narrow,sand;slim;henley;rust;casual;wine,sand;slim;henley;rust;casual;wine,,6
s_2308ea10,sl_bf57ba42,p_e25fcbe9,0,1299,0,casual,cool,medium,fuller,avg,narrow,cool gray;structured-shoulder;drape;casual,cool gray;structured-shoulder;drape;casual,,7
s_2308ea10,sl_bf57ba42,p_8ae5262f,0,1799,0,casual,cool,medium,fuller,avg,narrow,white;stand-collar;slim;casual;brown,white;stand-collar;slim;casual;brown,,8
s_2308ea10,sl_bf57ba42,p_fd948a28,0,599,0,casual,cool,medium,fuller,avg,narrow,cream;v-neck;slim;ice blue;casual;warm beige,cream;v-neck;slim;ice blue;casual;warm beige,,9
s_2308ea10,sl_bf57ba42,p_61e5b17b,0,1999,0,casual,cool,medium,fuller,avg,narrow,stone;casual;relaxed;no-cling;mustard,stone;casual;relaxed;no-cling;mustard,,10
s_2308ea10,sl_bf57ba42,p_ddfcbcfa,0,1499,0,casual,cool,medium,fuller,avg,narrow,structured-shoulder;charcoal;rust;casual;crew,structured-shoulder;charcoal;rust;casual;crew,,11
s_2308ea10,sl_bf57ba42,p_3ce11956,1,999,0,casual,cool,medium,fuller,avg,narrow,taupe;straight;casual;crew;warm beige;drape,taupe;straight;casual;crew;warm beige;drape,,12
s_2308ea10,sl_bf57ba42,p_c03cc8db,1,1299,0,casual,cool,medium,fuller,avg,narrow,straight;black;rust;casual;mustard;crew,straight;black;rust;casual;mustard;crew,,13
s_2308ea10,sl_bf57ba42,p_bce76706,0,599,0,casual,cool,medium,fuller,avg,narrow,regular;casual;brown;warm beige;drape,regular;casual;brown;warm beige;drape,,14
s_2308ea10,sl_bf57ba42,p_79ee255a,0,1499,0,casual,cool,medium,fuller,avg,narrow,stone;regular;slim;casual,stone;regular;slim;casual,,15
s_6a754a5d,sl_539cc606,p_dcc4cf83,0,1799,0,traditional,neutral,medium,slim,short,broad,traditional;charcoal;maroon;relaxed;no-cling;mustard;crew,traditional;charcoal;maroon;relaxed;no-cling;mustard;crew,,0
s_6a754a5d,sl_539cc606,p_5c1a5556,0,2499,0,traditional,neutral,medium,slim,short,broad,traditional;sand;cream;straight;charcoal;henley;no-cling,traditional;sand;cream;straight;charcoal;henley;no-cling,,1
s_6a754a5d,sl_539cc606,p_f1c4dbb9,1,1799,0,traditional,neutral,medium,slim,short,broad,olive;traditional;slim,olive;traditional;slim,,2
s_6a754a5d,sl_539cc606,p_60ca8b98,1,599,0,traditional,neutral,medium,slim,short,broad,wine;traditional;drape,wine;traditional;drape,,3
s_6a754a5d,sl_539cc606,p_489ee7e9,0,599,0,traditional,neutral,medium,slim,short,broad,cool gray;traditional;regular;maroon;warm beige,cool gray;traditional;regular;maroon;warm beige,,4
s_6a754a5d,sl_539cc606,p_d9ec5287,1,2999,0,traditional,neutral,medium,slim,short,broad,traditional;tan;charcoal;olive;no-cling,traditional;tan;charcoal;olive;no-cling,,5
s_6a754a5d,sl_539cc606,p_73c47d04,0,2999,0,traditional,neutral,medium,slim,short,broad,cool gray;stone;traditional;structured-shoulder;brown,cool gray;stone;traditional;structured-shoulder;brown,,6
s_6a754a5d,sl_539cc606,p_ca1851b8,0,999,0,traditional,neutral,medium,slim,short,broad,taupe;traditional;tan;stand-collar;drape,taupe;traditional;tan;stand-collar;drape,,7
s_6a754a5d,sl_539cc606,p_0641f113,0,999,0,traditional,neutral,medium,slim,short,broad,taupe;mandarin;traditional;tan;rust;drape,taupe;mandarin;traditional;tan;rust;drape,,8
s_6a754a5d,sl_539cc606,p_c2b134dd,0,2999,0,traditional,neutral,medium,slim,short,broad,stone;traditional;structured-shoulder;regular,stone;traditional;structured-shoulder;regular,,9
s_6a754a5d,sl_539cc606,p_d51057cb,0,1999,0,traditional,neutral,medium,slim,short,broad,wine;traditional;slim;short-mandarin,wine;traditional;slim;short-mandarin,,10
s_6a754a5d,sl_539cc606,p_223645c5,0,599,0,traditional,neutral,medium,slim,short,broad,crew;traditional;slim;sand,crew;traditional;slim;sand,,11
s_6a754a5d,sl_539cc606,p_a742426b,0,1499,0,traditional,neutral,medium,slim,short,broad,traditional;sand;straight;ice blue;rust,traditional;sand;straight;ice blue;rust,,12
s_6a754a5d,sl_539cc606,p_6df0c58b,0,3499,0,traditional,neutral,medium,slim,short,broad,stone;traditional;structured-shoulder;straight;short-mandarin;charcoal;olive,stone;traditional;structured-shoulder;straight;short-mandarin;charcoal;olive,,13
s_6a754a5d,sl_539cc606,p_57218b66,0,2499,0,traditional,neutral,medium,slim,short,broad,traditional;regular;tan,traditional;regular;tan,,14
s_6a754a5d,sl_539cc606,p_04459a55,1,999,0,traditional,neutral,medium,slim,short,broad,stone;traditional;regular;drape,stone;traditional;regular;drape,,15
s_7f30e4b2,sl_eccabeae,p_9197ef17,1,3499,1,casual,warm,deep,slim,short,narrow,structured-shoulder;tan;olive;slim;casual,structured-shoulder;tan;olive;slim;casual,,0
s_7f30e4b2,sl_eccabeae,p_18592a9f,1,2499,0,casual,warm,deep,slim,short,narrow,mandarin;white;regular;casual;drape,mandarin;white;regular;casual;drape,,1
s_7f30e4b2,sl_eccabeae,p_195e98b4,0,1499,1,casual,warm,deep,slim,short,narrow,cool gray;emerald;straight;maroon;casual;henley;relaxed,cool gray;emerald;straight;maroon;casual;henley;relaxed,,2
s_7f30e4b2,sl_eccabeae,p_47bb9f0e,0,1999,1,casual,warm,deep,slim,short,narrow,cream;casual;slim;ice blue;relaxed,cream;casual;slim;ice blue;relaxed,,3
s_7f30e4b2,sl_eccabeae,p_89dd2f0e,1,1299,1,casual,warm,deep,slim,short,narrow,sand;short-mandarin;casual;relaxed;brown;drape,sand;short-mandarin;casual;relaxed;brown;drape,,4
s_7f30e4b2,sl_eccabeae,p_9060960a,0,3499,0,casual,warm,deep,slim,short,narrow,cool gray;regular;short-mandarin;navy;casual;no-cling,cool gray;regular;short-mandarin;navy;casual;no-cling,,5
s_7f30e4b2,sl_eccabeae,p_5a1db227,1,1299,1,casual,warm,deep,slim,short,narrow,mandarin;emerald;structured-shoulder;regular;rust;casual;brown,mandarin;emerald;structured-shoulder;regular;rust;casual;brown,,6
s_7f30e4b2,sl_eccabeae,p_73c18c3b,1,3499,1,casual,warm,deep,slim,short,narrow,stone;straight;slim;casual,stone;straight;slim;casual,,7
s_7f30e4b2,sl_eccabeae,p_bcbc31dc,1,1799,1,casual,warm,deep,slim,short,narrow,structured-shoulder;cream;casual;rust;relaxed,structured-shoulder;cream;casual;rust;relaxed,,8
s_7f30e4b2,sl_eccabeae,p_e0d04c6f,0,1299,1,casual,warm,deep,slim,short,narrow,cool gray;white;regular;olive;casual;no-cling,cool gray;white;regular;olive;casual;no-cling,,9
s_7f30e4b2,sl_eccabeae,p_164ad12e,1,599,1,casual,warm,deep,slim,short,narrow,emerald;white;straight;casual;crew,emerald;white;straight;casual;crew,,10
s_7f30e4b2,sl_eccabeae,p_bd08bb1f,0,599,1,casual,warm,deep,slim,short,narrow,stone;structured-shoulder;stand-collar;casual;brown,stone;structured-shoulder;stand-collar;casual;brown,,11
s_7f30e4b2,sl_eccabeae,p_b8b9a566,0,3499,1,casual,warm,deep,slim,short,narrow,no-cling;mustard;casual,no-cling;mustard;casual,,12
s_7f30e4b2,sl_eccabeae,p_bd8a4981,0,2499,0,casual,warm,deep,slim,short,narrow,cool gray;charcoal;v-neck;rust;casual;no-cling;drape,cool gray;charcoal;v-neck;rust;casual;no-cling;drape,,13
s_7f30e4b2,sl_eccabeae,p_5c6f0899,0,999,1,casual,warm,deep,slim,short,narrow,wine;no-cling;casual,wine;no-cling;casual,,14
s_7f30e4b2,sl_eccabeae,p_29f03b55,1,1499,1,casual,warm,deep,slim,short,narrow,mandarin;white;cream;regular;casual;warm beige;drape,mandarin;white;cream;regular;casual;warm beige;drape,,15
s_a3ad7b11,sl_b6e77267,p_e28ccd72,0,1299,0,casual,warm,medium,fuller,short,narrow,cream;stand-collar;olive;rust;casual;drape,cream;stand-collar;olive;rust;casual;drape,,0
s_a3ad7b11,sl_b6e77267,p_3ffec7c0,0,1299,0,casual,warm,medium,fuller,short,narrow,stand-collar;navy;casual;no-cling;brown,stand-collar;navy;casual;no-cling;brown,,1
s_a3ad7b11,sl_b6e77267,p_43b07b61,1,1499,0,casual,warm,medium,fuller,short,narrow,black;slim;casual;no-cling;brown;crew,black;slim;casual;no-cling;brown;crew,,2
s_a3ad7b11,sl_b6e77267,p_ce464b8f,0,1799,0,casual,warm,medium,fuller,short,narrow,emerald;stone;structured-shoulder;cream;straight;casual,emerald;stone;structured-shoulder;cream;straight;casual,,3
s_a3ad7b11,sl_b6e77267,p_5c0fd3a2,0,3499,0,casual,warm,medium,fuller,short,narrow,maroon;emerald;relaxed;casual,maroon;emerald;relaxed;casual,,4
s_a3ad7b11,sl_b6e77267,p_fb5c59f3,0,3499,1,casual,warm,medium,fuller,short,narrow,cool gray;white;structured-shoulder;black;henley;casual,cool gray;white;structured-shoulder;black;henley;casual,,5
s_a3ad7b11,sl_b6e77267,p_df5ec9ea,0,3499,1,casual,warm,medium,fuller,short,narrow,cool gray;straight;stand-collar;olive;casual;warm beige;drape,cool gray;straight;stand-collar;olive;casual;warm beige;drape,,6
s_a3ad7b11,sl_b6e77267,p_52f3c034,0,3499,0,casual,warm,medium,fuller,short,narrow,taupe;maroon;structured-shoulder;casual,taupe;maroon;structured-shoulder;casual,,7
s_a3ad7b11,sl_b6e77267,p_c9fc7f16,0,1299,1,casual,warm,medium,fuller,short,narrow,black;henley;drape;casual,black;henley;drape;casual,,8
s_a3ad7b11,sl_b6e77267,p_195dfbe0,1,999,0,casual,warm,medium,fuller,short,narrow,taupe;stone;casual;relaxed;brown,taupe;stone;casual;relaxed;brown,,9
s_a3ad7b11,sl_b6e77267,p_e80cecfc,0,1299,0,casual,warm,medium,fuller,short,narrow,structured-shoulder;warm beige;casual;crew;drape,structured-shoulder;warm beige;casual;crew;drape,,10
s_a3ad7b11,sl_b6e77267,p_b1aa2b12,0,799,0,casual,warm,medium,fuller,short,narrow,white;regular;casual,white;regular;casual,,11
s_a3ad7b11,sl_b6e77267,p_a6e8c670,0,1499,1,casual,warm,medium,fuller,short,narrow,taupe;straight;henley;casual;brown;drape,taupe;straight;henley;casual;brown;drape,,12
s_a3ad7b11,sl_b6e77267,p_828d203c,0,1799,1,casual,warm,medium,fuller,short,narrow,taupe;emerald;casual;no-cling;drape,taupe;emerald;casual;no-cling;drape,,13
s_a3ad7b11,sl_b6e77267,p_dd2f5d13,1,1299,1,casual,warm,medium,fuller,short,narrow,no-cling;straight;mustard;casual,no-cling;straight;mustard;casual,,14
s_a3ad7b11,sl_b6e77267,p_4e592db5,1,1799,1,casual,warm,medium,fuller,short,narrow,cool gray;regular;maroon;casual;wine,cool gray;regular;maroon;casual;wine,,15
s_9149023d,sl_df1af520,p_64a7ad23,0,999,0,traditional,cool,medium,regular,avg,narrow,taupe;traditional;cream;charcoal;relaxed,taupe;traditional;cream;charcoal;relaxed,,0
s_9149023d,sl_df1af520,p_de7eb79f,0,1799,1,traditional,cool,medium,regular,avg,narrow,traditional;cream;regular;v-neck;navy;drape,traditional;cream;regular;v-neck;navy;drape,,1
s_9149023d,sl_df1af520,p_79ae3197,0,2499,0,traditional,cool,medium,regular,avg,narrow,emerald;traditional;v-neck;slim;no-cling,emerald;traditional;v-neck;slim;no-cling,,2
s_9149023d,sl_df1af520,p_244386f9,1,2999,1,traditional,cool,medium,regular,avg,narrow,cool gray;traditional;short-mandarin;drape,cool gray;traditional;short-mandarin;drape,,3
s_9149023d,sl_df1af520,p_c0e8a222,0,999,1,traditional,cool,medium,regular,avg,narrow,mandarin;traditional;olive;slim;warm beige,mandarin;traditional;olive;slim;warm beige,,4
s_9149023d,sl_df1af520,p_c4257851,1,3499,1,traditional,cool,medium,regular,avg,narrow,emerald;traditional;cream;straight;warm beige,emerald;traditional;cream;straight;warm beige,,5
s_9149023d,sl_df1af520,p_61604af4,0,1499,0,traditional,cool,medium,regular,avg,narrow,traditional;tan;navy;relaxed;warm beige,traditional;tan;navy;relaxed;warm beige,,6
s_9149023d,sl_df1af520,p_d22b5507,1,3499,1,traditional,cool,medium,regular,avg,narrow,brown;traditional;regular,brown;traditional;regular,,7
s_9149023d,sl_df1af520,p_d7cdd4e7,1,1799,0,traditional,cool,medium,regular,avg,narrow,emerald;traditional;slim;no-cling;mustard;crew,emerald;traditional;slim;no-cling;mustard;crew,,8
s_9149023d,sl_df1af520,p_ee23d564,0,2999,0,traditional,cool,medium,regular,avg,narrow,brown;traditional;regular;drape,brown;traditional;regular;drape,,9
s_9149023d,sl_df1af520,p_d6bcfb9c,0,2999,1,traditional,cool,medium,regular,avg,narrow,slim;traditional;mustard;sand,slim;traditional;mustard;sand,,10
s_9149023d,sl_df1af520,p_e65c913b,1,599,0,traditional,cool,medium,regular,avg,narrow,traditional;slim;warm beige,traditional;slim;warm beige,,11
s_9149023d,sl_df1af520,p_9308c112,0,999,1,traditional,cool,medium,regular,avg,narrow,maroon;traditional;crew;relaxed,maroon;traditional;crew;relaxed,,12
s_9149023d,sl_df1af520,p_43f5b8b3,0,1499,0,traditional,cool,medium,regular,avg,narrow,maroon;traditional;drape;mandarin,maroon;traditional;drape;mandarin,,13
s_9149023d,sl_df1af520,p_7498068b,0,3499,1,traditional,cool,medium,regular,avg,narrow,taupe;traditional;cream;regular;warm beige,taupe;traditional;cream;regular;warm beige,,14
s_9149023d,sl_df1af520,p_17aeb764,0,2499,1,traditional,cool,medium,regular,avg,narrow,stone;traditional;olive;relaxed;no-cling,stone;traditional;olive;relaxed;no-cling,,15
s_c8cf659e,sl_d1d8d0bd,p_fec9551c,1,1999,1,casual,neutral,light,fuller,short,average,taupe;black;casual;relaxed;wine,taupe;black;casual;relaxed;wine,,0
s_c8cf659e,sl_d1d8d0bd,p_d6399d02,0,1999,1,casual,neutral,light,fuller,short,average,white;sand;cream;regular;casual;crew;drape,white;sand;cream;regular;casual;crew;drape,,1
s_c8cf659e,sl_d1d8d0bd,p_3bf134cd,1,999,0,casual,neutral,light,fuller,short,average,structured-shoulder;casual;navy;relaxed;warm beige,structured-shoulder;casual;navy;relaxed;warm beige,,2
s_c8cf659e,sl_d1d8d0bd,p_bb5cf2a0,1,999,1,casual,neutral,light,fuller,short,average,maroon;navy;slim;casual;wine;drape,maroon;navy;slim;casual;wine;drape,,3
s_c8cf659e,sl_d1d8d0bd,p_5de313a6,0,2999,0,casual,neutral,light,fuller,short,average,sand;cream;charcoal;casual;drape,sand;cream;charcoal;casual;drape,,4
s_c8cf659e,sl_d1d8d0bd,p_388d2c9c,0,3499,1,casual,neutral,light,fuller,short,average,mandarin;straight;olive;casual;drape,mandarin;straight;olive;casual;drape,,5
s_c8cf659e,sl_d1d8d0bd,p_b4554e02,1,799,0,casual,neutral,light,fuller,short,average,cream;regular;olive;casual;drape,cream;regular;olive;casual;drape,,6
s_c8cf659e,sl_d1d8d0bd,p_69c423ce,0,599,1,casual,neutral,light,fuller,short,average,taupe;casual;navy;relaxed;crew;drape,taupe;casual;navy;relaxed;crew;drape,,7
s_c8cf659e,sl_d1d8d0bd,p_49c37b01,0,2499,0,casual,neutral,light,fuller,short,average,straight;henley;casual;mustard;drape,straight;henley;casual;mustard;drape,,8
s_c8cf659e,sl_d1d8d0bd,p_a24b8181,0,799,1,casual,neutral,light,fuller,short,average,mandarin;cream;maroon;rust;casual;no-cling,mandarin;cream;maroon;rust;casual;no-cling,,9
s_c8cf659e,sl_d1d8d0bd,p_5f93c896,0,799,1,casual,neutral,light,fuller,short,average,black;stand-collar;casual;slim;relaxed,black;stand-collar;casual;slim;relaxed,,10
s_c8cf659e,sl_d1d8d0bd,p_a459b1d4,1,1799,0,casual,neutral,light,fuller,short,average,navy;structured-shoulder;henley;casual,navy;structured-shoulder;henley;casual,,11
s_c8cf659e,sl_d1d8d0bd,p_6213c94c,0,3499,1,casual,neutral,light,fuller,short,average,brown;structured-shoulder;casual,brown;structured-shoulder;casual,,12
s_c8cf659e,sl_d1d8d0bd,p_5c676d69,0,1799,0,casual,neutral,light,fuller,short,average,taupe;emerald;mandarin;structured-shoulder;ice blue;casual,taupe;emerald;mandarin;structured-shoulder;ice blue;casual,,13
s_c8cf659e,sl_d1d8d0bd,p_a98078e4,1,1999,1,casual,neutral,light,fuller,short,average,straight;mustard;ice blue;casual,straight;mustard;ice blue;casual,,14
s_c8cf659e,sl_d1d8d0bd,p_d84edfad,1,1999,1,casual,neutral,light,fuller,short,average,casual;v-neck;relaxed;brown;drape,casual;v-neck;relaxed;brown;drape,,15
s_28a12d1a,sl_95daba1d,p_0ba8c80d,0,3499,1,traditional,neutral,deep,slim,short,broad,traditional;regular;charcoal;slim;wine;warm beige,traditional;regular;charcoal;slim;wine;warm beige,,0
s_28a12d1a,sl_95daba1d,p_0f08c1d1,1,1799,1,traditional,neutral,deep,slim,short,broad,emerald;traditional;structured-shoulder;olive;henley,emerald;traditional;structured-shoulder;olive;henley,,1
s_28a12d1a,sl_95daba1d,p_89f59c65,1,599,1,traditional,neutral,deep,slim,short,broad,straight;traditional;rust,straight;traditional;rust,,2
